price,district,age,trade_num,house_num,building_num,service_cost,volume_fraction,office_num,mall_num,restaurant_num,bank_num,market_num,entertainment_num,hospital_num,park_num,bus_num,subway_num
87751,west,14,5,615,3,7.4,9.03,146,17,950,220,64,190,6,4,50,6
63835,east,11,27,1478,23,1.8,0.96,10,7,676,36,162,189,4,7,113,3
104283,west,17,29,1788,35,2,3,36,10,851,63,66,158,9,10,65,7
74277,east,26,51,3554,26,1.53,1,57,13,566,75,39,134,4,7,36,3
82520,east,16,1,516,5,6.8,3.9,242,85,3024,358,134,415,8,7,68,10
63392,east,13,32,1649,9,2,4.5,52,7,818,65,94,154,4,3,56,5
83414,west,25,37,3348,14,0.98,0.3,52,8,502,110,82,178,8,8,78,1
65046,west,17,18,3096,28,0.83,3.5,13,11,372,50,60,103,5,4,41,1
74679,east,17,9,428,7,3.5,4,54,11,394,61,22,113,3,1,15,4
71354,west,17,11,552,3,2.75,9.5,58,16,579,137,59,214,3,5,55,5
79836,east,10,9,568,8,3.1,2,27,17,807,70,101,196,2,5,42,2
86523,east,15,29,982,4,2.6,1.98,38,19,409,78,39,128,4,1,26,2
52737,east,18,32,2040,16,0.5,3,27,17,807,70,101,196,2,5,42,2
90846,east,5,4,437,4,2.98,1.36,36,6,664,76,64,168,10,2,59,4
83407,east,7,4,980,12,2.76,2.8,100,32,2006,170,136,331,17,19,150,9
71864,east,17,2,804,1,15,3.1,163,44,2454,231,157,382,31,7,106,24
108860,east,12,7,907,3,2.8,3.79,46,6,311,40,45,105,16,5,39,3
88098,east,12,29,1559,10,3.38,2.9,52,7,818,65,94,154,4,3,56,5
96344,east,14,3,573,18,3.3,2.1,100,32,2006,170,136,331,17,19,150,9
76851,east,21,2,196,1,8,2.83,44,8,608,68,30,150,4,11,34,6
76979,east,13,5,225,3,2.9,1.65,22,10,459,47,52,125,3,12,67,4
87045,west,6,2,292,4,2.9,2.28,9,3,309,46,48,110,5,1,52,1
66428,west,20,52,3898,47,2,5,13,11,372,50,60,103,5,4,41,1
54689,west,20,37,2316,16,1.2,2.1,15,13,419,52,87,128,3,5,67,2
69832,east,7,16,1674,6,2.98,3.2,22,10,459,47,52,125,3,12,67,4
73959,east,14,2,811,3,6,4.3,242,85,3024,358,134,415,8,7,68,10
95519,west,8,3,552,1,8,4.28,64,27,583,107,51,125,5,2,43,6
104554,west,27,5,1880,13,1.8,2.9,81,14,561,157,70,157,5,6,90,10
91397,east,18,14,894,5,1.8,2,54,11,394,61,22,113,3,1,15,4
66583,east,17,1,336,3,8.27,4,44,8,608,68,30,150,4,11,34,6
108501,west,19,27,1730,22,1.4,1.7,36,10,851,63,66,158,9,10,65,7
79877,east,22,21,1583,14,2,2,54,11,394,61,22,113,3,1,15,4
82360,west,15,23,2175,19,3,2,52,8,502,110,82,178,8,8,78,1
61435,west,14,25,1223,10,1.1,3.07,15,13,419,52,87,128,3,5,67,2
90329,west,23,22,1226,11,3,0.7,146,17,950,220,64,190,6,4,50,6
60638,east,18,35,3696,37,1.95,2.8,27,17,807,70,101,196,2,5,42,2
115454,west,33,59,2842,41,0.55,1,146,17,950,220,64,190,6,4,50,6
32963,east,4,10,6892,34,0.55,1.7,13,11,846,53,332,247,10,14,76,7
91952,east,16,4,410,5,3.8,4.07,44,8,608,68,30,150,4,11,34,6
148954,west,24,17,816,11,0.5,3.8,101,26,760,209,48,107,2,1,65,10
118002,east,17,1,104,104,9.8,0.8,56,14,639,70,31,92,2,4,33,9
61244,suburban,12,18,2252,22,2,1.86,1,3,205,34,69,75,4,8,52,4
73789,east,15,6,756,2,3.7,4,242,85,3024,358,134,415,8,7,68,10
51549,suburban,15,32,2789,23,2.25,1,16,9,285,76,65,114,6,5,64,2
31450,suburban,20,21,1236,38,1.5,1.08,10,13,761,72,128,236,13,7,108,8
31450,suburban,17,10,960,44,0.68,1.3,4,3,135,16,68,49,1,7,81,2
67719,suburban,22,6,872,7,2.08,1.2,12,4,310,60,42,101,7,2,29,4
41418,east,8,10,2523,7,0.6,0.4,10,7,676,36,162,189,4,7,113,3
77322,west,14,30,2204,24,2.2,1.7,15,13,419,52,87,128,3,5,67,2
81278,east,9,2,1250,8,3.9,2,27,17,807,70,101,196,2,5,42,2
62603,suburban,6,7,1385,8,2.1,1.43,38,13,619,136,137,279,11,11,144,2
63453,east,35,21,3337,42,0.5,3.6,100,32,2006,170,136,331,17,19,150,9
54104,suburban,20,13,558,10,0.8,1.58,20,22,1336,99,271,314,12,9,271,13
79543,suburban,5,2,280,55,4.88,0.8,25,7,464,76,94,115,6,10,99,5
53466,suburban,26,61,5858,58,0.5,3.5,16,9,285,76,65,114,6,5,64,2
54705,suburban,13,28,1420,5,1.2,2,23,13,902,82,114,205,7,4,58,6
102802,west,39,28,3017,16,1.5,2.8,34,11,455,59,74,88,8,7,26,5
146732,west,16,2,374,5,2.75,3.2,45,1,219,72,30,68,8,4,27,2
150589,west,16,1,216,3,2.36,2.55,52,8,502,110,82,178,8,8,78,1
50974,suburban,8,4,2615,13,1.7,2.38,19,13,573,81,100,190,11,3,62,9
86851,east,19,2,440,13,2.86,2,100,32,2006,170,136,331,17,19,150,9
91785,west,24,43,2678,28,1.5,1.3,58,16,579,137,59,214,3,5,55,5
57100,east,23,47,2981,19,1.5,1.81,52,7,818,65,94,154,4,3,56,5
54572,suburban,15,34,2404,10,1.5,3,23,14,484,82,86,165,2,5,62,4
62540,east,24,68,3030,30,0.5,1.2,36,6,664,76,64,168,10,2,59,4
59396,east,13,18,1577,10,4.6,5.2,242,85,3024,358,134,415,8,7,68,10
68008,west,8,28,1108,4,2.98,4.2,51,6,477,117,63,169,14,9,72,4
81528,west,16,4,903,6,2.36,3.2,50,8,446,90,40,122,5,5,53,7
47098,suburban,10,44,1712,11,2.1,2.2,4,12,441,63,98,144,5,5,73,2
39349,suburban,7,2,44,1,2.25,0.6,4,3,135,16,68,49,1,7,81,2
88777,east,33,20,1373,12,0.8,1.2,242,85,3024,358,134,415,8,7,68,10
57801,suburban,9,20,1484,4,6.5,3.8,25,7,464,76,94,115,6,10,99,5
73507,suburban,13,18,1239,6,2.2,2.2,25,11,763,121,100,223,9,4,60,7
68728,east,26,21,1548,16,1.2,2.1,57,13,566,75,39,134,4,7,36,3
41860,suburban,17,12,859,23,1.2,1.5,6,4,416,44,101,125,4,4,57,2
69006,west,15,18,2437,8,2.68,3.63,51,6,477,117,63,169,14,9,72,4
48476,west,21,24,1860,30,0.4,2.51,15,13,419,52,87,128,3,5,67,2
92399,west,14,1,1,1,6,0.41,38,13,619,136,137,279,11,11,144,2
181757,west,14,1,512,8,3.86,7.3,101,26,760,209,48,107,2,1,65,10
80371,west,15,4,726,27,2.48,1.14,12,6,468,58,74,109,3,2,41,3
74586,east,12,1,285,2,7.8,6.3,56,14,639,70,31,92,2,4,33,9
39583,suburban,13,2,1684,29,1,1.5,3,13,627,85,83,222,8,4,84,2
52381,suburban,15,70,3709,12,1.5,4,23,13,902,82,114,205,7,4,58,6
28882,suburban,15,7,660,11,3,3,13,12,649,79,139,175,7,5,155,5
97849,east,12,8,920,6,2.98,2.13,86,19,831,174,65,292,8,20,92,9
82094,west,30,28,2016,26,2.09,2.83,114,19,1467,191,145,331,14,9,100,2
29808,suburban,14,17,1482,28,0.5,3.5,13,12,649,79,139,175,7,5,155,5
81095,west,20,14,1260,25,0.56,1.1,24,3,398,74,72,117,6,11,53,3
79958,east,10,15,1414,7,2.03,2.29,44,8,608,68,30,150,4,11,34,6
69881,east,12,24,1891,16,1.8,3.2,7,4,236,34,44,75,3,3,10,3
85343,east,12,6,720,5,3.5,2.78,242,85,3024,358,134,415,8,7,68,10
61608,suburban,6,12,1054,6,2.7,2.77,4,12,441,63,98,144,5,5,73,2
34657,suburban,5,1,384,4,3.62,2.5,10,13,761,72,128,236,13,7,108,8
70816,east,34,68,4306,49,0.8,1.7,86,19,831,174,65,292,8,20,92,9
28984,suburban,17,10,1446,30,0.5,0.74,13,12,649,79,139,175,7,5,155,5
92342,east,5,8,1406,3,4.8,2.55,27,17,807,70,101,196,2,5,42,2
91364,west,17,10,928,4,2.8,5.8,58,16,579,137,59,214,3,5,55,5
44456,suburban,15,18,1572,28,0.64,2.05,20,22,1336,99,271,314,12,9,271,13
44003,suburban,14,63,3764,90,0.97,1.2,4,1,126,37,86,78,3,4,73,6
40207,suburban,16,22,1146,12,1.1,2.25,10,16,738,91,153,251,3,5,139,5
66328,west,14,13,1980,25,1.4,0.79,13,11,372,50,60,103,5,4,41,1
54440,suburban,15,2,94,10,2.4,0.9,25,11,763,121,100,223,9,4,60,7
37028,suburban,17,44,2442,37,0.55,2.9,10,13,761,72,128,236,13,7,108,8
76824,west,19,20,1274,6,2.5,4.4,146,17,950,220,64,190,6,4,50,6
73487,east,3,5,1026,7,5.08,2.8,20,17,981,41,98,169,6,5,53,5
40118,suburban,26,21,1482,28,2.85,2.83,11,8,757,130,164,194,7,14,242,21
52404,suburban,13,28,1797,10,0.5,3.5,19,13,573,81,100,190,11,3,62,9
69080,west,13,6,877,12,0.99,2.33,13,11,372,50,60,103,5,4,41,1
45100,west,7,14,1806,7,1.86,3.73,37,7,742,120,270,401,11,18,300,4
72966,suburban,17,6,720,6,1.2,2,12,4,310,60,42,101,7,2,29,4
42938,suburban,14,16,2352,33,0.8,3.33,18,11,344,25,64,52,1,3,117,2
102470,west,23,10,792,9,1.5,3,81,14,561,157,70,157,5,6,90,10
51971,suburban,13,60,3143,39,0.55,1.5,4,12,441,63,98,144,5,5,73,2
80944,suburban,7,16,876,10,2.25,2.29,19,13,573,81,100,190,11,3,62,9
56276,suburban,15,2,726,196,2.8,0.63,69,6,360,73,49,73,5,4,151,5
46681,suburban,12,35,1109,14,1.2,1.84,6,4,416,44,101,125,4,4,57,2
68291,east,30,46,2626,13,1.98,2.5,86,19,831,174,65,292,8,20,92,9
97491,west,15,7,869,3,2.01,2.4,43,5,457,75,54,135,4,3,35,1
49100,east,8,11,1721,7,1.2,2.5,10,7,676,36,162,189,4,7,113,3
82209,suburban,12,5,1873,17,2.46,2.47,23,14,484,82,86,165,2,5,62,4
116003,west,5,19,2347,7,6.2,3.5,43,5,457,75,54,135,4,3,35,1
41990,east,18,8,2049,28,0.5,1.8,20,17,981,41,98,169,6,5,53,5
49258,east,20,16,1267,15,0.88,0,20,17,981,41,98,169,6,5,53,5
52549,suburban,15,6,610,12,2.1,1.39,69,6,360,73,49,73,5,4,151,5
57102,west,9,2,100,80,3.88,0.54,37,7,742,120,270,401,11,18,300,4
56296,suburban,15,17,1074,12,0.58,1.7,16,9,285,76,65,114,6,5,64,2
56853,east,25,66,2410,22,0.5,2.5,52,7,818,65,94,154,4,3,56,5
38521,suburban,17,62,2014,49,1.4,1.67,6,2,405,77,70,110,1,2,74,2
56653,west,14,20,1372,14,1.61,2.6,15,13,419,52,87,128,3,5,67,2
42447,suburban,23,81,3182,56,0.9,1.5,6,2,405,77,70,110,1,2,74,2
86804,west,18,4,672,2,2.05,3,52,8,502,110,82,178,8,8,78,1
40785,suburban,14,23,3573,53,0.75,3.5,11,8,757,130,164,194,7,14,242,21
77332,west,6,16,1553,18,2,1.94,15,13,419,52,87,128,3,5,67,2
105747,west,33,10,2252,51,0.5,0.35,81,14,561,157,70,157,5,6,90,10
59197,east,14,6,731,5,2.5,5.56,100,32,2006,170,136,331,17,19,150,9
92736,west,12,34,2322,8,1.8,2.06,58,16,579,137,59,214,3,5,55,5
40073,suburban,3,2,286,3,2.8,2.3,4,3,135,16,68,49,1,7,81,2
43348,suburban,15,1,17,2,3.9,0.46,6,2,405,77,70,110,1,2,74,2
102881,east,10,7,680,4,2.05,3.7,38,19,409,78,39,128,4,1,26,2
62876,east,20,68,3453,28,2,4,36,6,664,76,64,168,10,2,59,4
40855,suburban,13,3,177,14,3.38,0.88,69,6,360,73,49,73,5,4,151,5
105165,west,17,18,1449,6,1.1,1.12,36,10,851,63,66,158,9,10,65,7
68094,suburban,18,39,2660,24,0.7,2,31,3,217,37,38,53,3,2,30,4
114878,west,46,28,2238,31,0.2,4,146,17,950,220,64,190,6,4,50,6
167082,west,18,9,869,8,0.8,2,101,26,760,209,48,107,2,1,65,10
60808,suburban,14,50,2191,9,1.8,2.1,23,13,902,82,114,205,7,4,58,6
37106,suburban,14,14,3022,49,1,3.1,11,8,757,130,164,194,7,14,242,21
62164,east,12,42,2251,14,2.38,1.85,10,7,676,36,162,189,4,7,113,3
70921,suburban,14,5,532,4,2.3,3.75,12,4,310,60,42,101,7,2,29,4
50344,suburban,15,13,772,9,1.7,1.2,20,22,1336,99,271,314,12,9,271,13
60416,suburban,16,15,902,4,1.75,4.8,19,13,573,81,100,190,11,3,62,9
61000,east,10,43,11768,46,0.6,1.4,36,6,664,76,64,168,10,2,59,4
57558,east,21,81,5164,25,1.9,1.4,36,6,664,76,64,168,10,2,59,4
99844,west,15,11,1019,5,2.66,2.06,51,6,477,117,63,169,14,9,72,4
102894,suburban,17,5,22,6,3.2,0.26,25,7,464,76,94,115,6,10,99,5
29872,suburban,19,10,1418,28,0.5,1.1,13,12,649,79,139,175,7,5,155,5
63494,east,15,22,1872,8,1.05,3.2,86,19,831,174,65,292,8,20,92,9
35447,suburban,22,5,905,37,1,0.4,10,13,761,72,128,236,13,7,108,8
53191,suburban,30,61,2444,33,0.55,2.5,38,13,619,136,137,279,11,11,144,2
74484,west,11,14,1470,20,2.48,2.6,13,11,372,50,60,103,5,4,41,1
95117,west,28,49,1657,27,0.5,2.6,64,27,583,107,51,125,5,2,43,6
74328,suburban,8,15,804,11,2.6,2.13,23,13,902,82,114,205,7,4,58,6
85850,east,13,1,340,1,4.2,3.2,86,19,831,174,65,292,8,20,92,9
53524,suburban,18,19,1482,16,1.8,1.6,19,13,573,81,100,190,11,3,62,9
68741,east,13,13,1583,19,0.96,1.2,100,32,2006,170,136,331,17,19,150,9
66539,east,27,30,2506,29,0.5,1.2,242,85,3024,358,134,415,8,7,68,10
42508,suburban,4,4,40,1,4.81,2,4,3,135,16,68,49,1,7,81,2
54251,suburban,38,57,8034,85,0.5,3,16,9,285,76,65,114,6,5,64,2
50516,suburban,16,52,2148,36,0.8,1.6,20,22,1336,99,271,314,12,9,271,13
64559,suburban,13,10,680,3,0.89,2.26,19,13,573,81,100,190,11,3,62,9
116138,west,18,3,881,19,1.35,1.5,50,8,446,90,40,122,5,5,53,7
43605,suburban,24,35,270,8,0.58,1,18,11,344,25,64,52,1,3,117,2
86903,east,17,5,570,3,3.28,1.6,100,32,2006,170,136,331,17,19,150,9
83832,east,35,6,537,10,2.85,2.83,242,85,3024,358,134,415,8,7,68,10
60534,west,15,2,1352,5,1.55,4.1,13,11,372,50,60,103,5,4,41,1
94082,west,12,19,1648,5,2.2,3.7,43,5,457,75,54,135,4,3,35,1
27586,suburban,21,5,200,2,0.43,0,1,1,109,25,54,31,5,1,92,1
42685,suburban,7,41,2340,38,1.98,2.1,4,1,126,37,86,78,3,4,73,6
63564,east,10,35,2807,18,1.8,2.6,100,32,2006,170,136,331,17,19,150,9
62666,east,29,28,4862,76,0.5,2.3,242,85,3024,358,134,415,8,7,68,10
71130,west,18,3,254,6,5.35,5.54,146,17,950,220,64,190,6,4,50,6
79914,east,12,4,534,1,2.3,2.3,100,32,2006,170,136,331,17,19,150,9
79191,east,28,15,2481,41,0.5,9.7,242,85,3024,358,134,415,8,7,68,10
67677,east,20,35,2596,12,0.6,1.2,100,32,2006,170,136,331,17,19,150,9
62570,suburban,17,5,780,3,1.3,0.83,25,11,763,121,100,223,9,4,60,7
96403,east,15,6,410,1,6,4.9,242,85,3024,358,134,415,8,7,68,10
52060,suburban,8,4,1138,10,3.95,2.2,18,11,344,25,64,52,1,3,117,2
78126,east,10,7,745,5,3.5,1.6,100,32,2006,170,136,331,17,19,150,9
63183,east,18,33,2946,11,1.38,3.2,27,17,807,70,101,196,2,5,42,2
61668,east,26,26,3708,33,0.65,2.6,36,6,664,76,64,168,10,2,59,4
81179,east,18,13,2391,13,1.6,3.5,57,13,566,75,39,134,4,7,36,3
72488,west,21,24,1760,7,2.8,1.58,146,17,950,220,64,190,6,4,50,6
59985,suburban,7,2,788,6,2.98,3,10,16,738,91,153,251,3,5,139,5
90558,east,18,7,538,9,2.68,2,100,32,2006,170,136,331,17,19,150,9
90483,east,15,19,817,8,2.38,2.25,86,19,831,174,65,292,8,20,92,9
78652,east,17,4,541,5,2.75,2.8,100,32,2006,170,136,331,17,19,150,9
72697,east,19,4,315,2,3.92,5.8,44,8,608,68,30,150,4,11,34,6
91159,west,23,37,2267,22,0.5,5,64,27,583,107,51,125,5,2,43,6
74494,east,26,29,2656,14,2.3,3,65,14,778,98,55,151,9,5,62,8
77574,east,16,4,882,6,2.8,2.6,100,32,2006,170,136,331,17,19,150,9
35393,suburban,5,2,763,7,2.1,2.24,13,12,649,79,139,175,7,5,155,5
94088,west,23,10,1218,21,2.85,2.83,114,19,1467,191,145,331,14,9,100,2
132286,west,18,6,207,3,0.75,2.6,45,1,219,72,30,68,8,4,27,2
68237,west,17,13,560,4,2.2,2,37,7,742,120,270,401,11,18,300,4
57379,suburban,17,20,836,5,2,2.8,25,7,464,76,94,115,6,10,99,5
47487,east,14,23,1806,12,1.2,1.4,20,17,981,41,98,169,6,5,53,5
100959,east,10,5,451,4,2.6,3.5,46,6,311,40,45,105,16,5,39,3
109016,west,36,8,603,9,1.3,20,50,8,446,90,40,122,5,5,53,7
96388,east,8,4,390,5,3.8,2.94,86,19,831,174,65,292,8,20,92,9
30651,suburban,15,16,2985,46,0.78,1.05,13,12,649,79,139,175,7,5,155,5
72317,east,16,21,1729,8,1.88,2.84,65,14,778,98,55,151,9,5,62,8
55561,suburban,24,31,4107,26,0.55,3,16,9,285,76,65,114,6,5,64,2
59928,suburban,14,25,1095,4,1.2,3.12,23,13,902,82,114,205,7,4,58,6
88032,west,14,4,450,9,2.5,1.28,12,6,468,58,74,109,3,2,41,3
37171,suburban,24,4,1414,20,1.8,2.5,3,13,627,85,83,222,8,4,84,2
66567,west,16,37,1921,20,1.55,4.8,13,11,372,50,60,103,5,4,41,1
47512,suburban,15,14,965,9,1.78,2.6,25,7,464,76,94,115,6,10,99,5
106099,west,24,13,2397,24,0.5,2,51,6,477,117,63,169,14,9,72,4
48966,east,16,10,914,23,1.2,1.69,13,11,846,53,332,247,10,14,76,7
31348,suburban,28,7,810,13,0.5,0.25,13,12,649,79,139,175,7,5,155,5
74833,east,26,29,2636,22,2,3.5,100,32,2006,170,136,331,17,19,150,9
82756,east,16,2,448,2,2,3.1,38,19,409,78,39,128,4,1,26,2
57628,suburban,18,18,980,5,1.3,2.5,25,11,763,121,100,223,9,4,60,7
112784,west,14,4,412,6,2.95,2.4,51,6,477,117,63,169,14,9,72,4
77596,east,16,24,1984,9,1.49,1.8,56,14,639,70,31,92,2,4,33,9
45027,suburban,11,8,906,20,0.6,2,20,22,1336,99,271,314,12,9,271,13
104264,west,18,14,1012,7,2.7,4,50,8,446,90,40,122,5,5,53,7
69691,east,18,21,1249,6,3.4,6.5,65,14,778,98,55,151,9,5,62,8
51199,suburban,4,32,1598,3,1.85,3.5,38,13,619,136,137,279,11,11,144,2
99358,east,15,20,2176,5,0.5,4,163,44,2454,231,157,382,31,7,106,24
72347,east,35,21,1296,14,0.5,2,57,13,566,75,39,134,4,7,36,3
50954,suburban,24,38,3714,24,0.6,3,16,9,285,76,65,114,6,5,64,2
50201,suburban,17,6,628,23,1.8,1.25,6,4,416,44,101,125,4,4,57,2
40312,suburban,18,25,1548,35,0.5,1.2,10,13,761,72,128,236,13,7,108,8
84051,east,14,3,1020,12,2.5,2,44,8,608,68,30,150,4,11,34,6
56263,east,10,17,1280,16,3.18,1.4,10,7,676,36,162,189,4,7,113,3
85585,east,7,3,1455,2,7.7,4.32,54,11,394,61,22,113,3,1,15,4
33618,suburban,33,3,546,9,1.8,1.5,13,12,649,79,139,175,7,5,155,5
33596,suburban,18,20,1364,19,0.55,1.2,10,13,761,72,128,236,13,7,108,8
84533,east,8,23,2700,16,6.5,2.5,44,8,608,68,30,150,4,11,34,6
74975,east,31,28,1895,22,0.5,6,57,13,566,75,39,134,4,7,36,3
140721,west,26,20,1560,13,1.8,2,101,26,760,209,48,107,2,1,65,10
61457,suburban,12,24,2541,16,1.68,2.64,25,11,763,121,100,223,9,4,60,7
87567,west,17,10,604,3,1.63,4,114,19,1467,191,145,331,14,9,100,2
46333,suburban,18,44,1360,12,1.3,3,38,13,619,136,137,279,11,11,144,2
28378,west,17,1,2455,56,0.9,0.64,37,7,742,120,270,401,11,18,300,4
45673,suburban,15,24,4386,36,1.38,3,11,8,757,130,164,194,7,14,242,21
37713,suburban,22,21,2527,39,0.55,1.6,11,8,757,130,164,194,7,14,242,21
47352,suburban,14,12,632,14,2.46,2.8,69,6,360,73,49,73,5,4,151,5
76657,east,14,30,2832,4,1.15,3.06,46,6,311,40,45,105,16,5,39,3
76414,east,35,82,5808,52,1.6,2,65,14,778,98,55,151,9,5,62,8
94770,west,32,26,2030,16,0.4,2.8,51,6,477,117,63,169,14,9,72,4
78182,east,13,14,828,2,5.3,4.09,242,85,3024,358,134,415,8,7,68,10
42380,suburban,20,30,1446,19,0.5,2.1,6,4,416,44,101,125,4,4,57,2
105763,west,36,26,2456,27,0.5,3.3,81,14,561,157,70,157,5,6,90,10
51564,suburban,16,23,1130,5,1.9,3.1,38,13,619,136,137,279,11,11,144,2
110581,west,12,6,476,9,3.95,3.7,50,8,446,90,40,122,5,5,53,7
71867,suburban,6,12,2302,22,2.81,2.5,19,13,573,81,100,190,11,3,62,9
97386,east,11,9,1152,4,5.5,4,242,85,3024,358,134,415,8,7,68,10
77116,east,35,12,1284,12,0.5,2,57,13,566,75,39,134,4,7,36,3
77498,east,12,6,1038,6,2.8,2.5,100,32,2006,170,136,331,17,19,150,9
60841,east,26,37,3786,34,0.58,1.4,36,6,664,76,64,168,10,2,59,4
101828,east,6,7,565,3,2.68,2.2,100,32,2006,170,136,331,17,19,150,9
127534,east,17,21,1841,5,0.5,1.44,163,44,2454,231,157,382,31,7,106,24
82953,east,15,1,462,2,3.6,6.4,242,85,3024,358,134,415,8,7,68,10
50758,suburban,9,13,783,7,1.45,1.9,10,16,738,91,153,251,3,5,139,5
67454,east,28,6,612,5,1.2,3,44,8,608,68,30,150,4,11,34,6
64370,suburban,17,10,796,5,2.3,2.4,25,11,763,121,100,223,9,4,60,7
54378,suburban,32,86,4329,53,0.5,1.2,16,9,285,76,65,114,6,5,64,2
63826,suburban,13,24,1591,12,1.1,2.78,23,13,902,82,114,205,7,4,58,6
87863,west,10,4,595,1,5.35,5.54,146,17,950,220,64,190,6,4,50,6
44910,suburban,13,31,850,10,0.63,1.8,20,22,1336,99,271,314,12,9,271,13
58562,east,17,63,2298,10,1.2,1.5,52,7,818,65,94,154,4,3,56,5
57197,east,15,51,2446,16,1.8,2.21,20,17,981,41,98,169,6,5,53,5
37296,suburban,15,4,1098,19,1.18,3.9,3,13,627,85,83,222,8,4,84,2
108130,west,22,25,1640,9,0.5,2,52,8,502,110,82,178,8,8,78,1
148267,west,14,6,822,5,3.6,4.3,36,10,851,63,66,158,9,10,65,7
92522,east,17,9,637,7,0.5,3,54,11,394,61,22,113,3,1,15,4
104268,east,15,33,3003,11,0.5,3.2,163,44,2454,231,157,382,31,7,106,24
68215,east,15,58,1960,7,4.99,6.8,27,17,807,70,101,196,2,5,42,2
29822,suburban,18,4,606,13,0.78,1.3,13,12,649,79,139,175,7,5,155,5
77207,west,14,1,836,11,1.2,1.2,12,6,468,58,74,109,3,2,41,3
38250,suburban,10,4,911,14,1.9,1.7,3,13,627,85,83,222,8,4,84,2
70693,east,24,14,738,11,2.5,2,100,32,2006,170,136,331,17,19,150,9
34613,suburban,7,3,895,28,1.5,1.19,13,12,649,79,139,175,7,5,155,5
97830,west,18,3,702,6,1.97,2,146,17,950,220,64,190,6,4,50,6
35666,suburban,8,23,2050,17,2.6,1.8,6,2,405,77,70,110,1,2,74,2
74076,east,18,4,448,4,3.6,2.6,86,19,831,174,65,292,8,20,92,9
73557,west,22,61,4815,51,2.85,1.82,15,13,419,52,87,128,3,5,67,2
101550,west,34,11,636,10,0.8,3.5,146,17,950,220,64,190,6,4,50,6
52298,suburban,20,32,2228,32,0.5,3,19,13,573,81,100,190,11,3,62,9
69270,east,17,13,1454,19,0.75,1.3,44,8,608,68,30,150,4,11,34,6
187440,west,9,2,740,3,5.8,3.58,101,26,760,209,48,107,2,1,65,10
33159,suburban,11,3,638,74,2.5,1.2,20,22,1336,99,271,314,12,9,271,13
90186,west,28,30,2330,17,0.8,1.2,146,17,950,220,64,190,6,4,50,6
82321,west,25,20,3101,21,0.4,1.4,64,27,583,107,51,125,5,2,43,6
55257,suburban,17,7,300,38,2.9,1.25,69,6,360,73,49,73,5,4,151,5
101538,east,13,12,980,8,0.5,1.66,163,44,2454,231,157,382,31,7,106,24
85808,west,7,3,288,2,2.9,2.37,9,3,309,46,48,110,5,1,52,1
39071,suburban,19,4,1332,26,0.6,1.5,3,13,627,85,83,222,8,4,84,2
62560,east,12,5,1005,3,3.8,4.5,100,32,2006,170,136,331,17,19,150,9
103987,west,27,5,720,9,0.5,2.5,34,11,455,59,74,88,8,7,26,5
71619,suburban,16,10,600,4,1.9,4.6,31,3,217,37,38,53,3,2,30,4
66760,east,15,12,826,45,1.96,0.84,10,7,676,36,162,189,4,7,113,3
72789,east,16,4,540,5,8.28,2.5,242,85,3024,358,134,415,8,7,68,10
57759,east,21,7,639,7,4.7,1.2,65,14,778,98,55,151,9,5,62,8
56828,suburban,18,7,462,2,2,4.6,12,4,310,60,42,101,7,2,29,4
82374,west,33,22,1589,14,0.8,3.5,43,5,457,75,54,135,4,3,35,1
137360,west,33,34,2726,46,0.5,4.2,45,1,219,72,30,68,8,4,27,2
65756,west,15,44,1668,10,1.99,2.6,15,13,419,52,87,128,3,5,67,2
165932,west,14,1,4,1,5.8,1.09,58,16,579,137,59,214,3,5,55,5
44972,suburban,15,18,2352,33,0.64,2.9,20,22,1336,99,271,314,12,9,271,13
52619,east,18,13,1926,22,0.5,1.2,20,17,981,41,98,169,6,5,53,5
75520,suburban,8,4,627,14,3.75,1.5,25,11,763,121,100,223,9,4,60,7
57868,east,14,1,384,1,13.7,4.3,38,19,409,78,39,128,4,1,26,2
65717,suburban,18,18,974,10,1.99,2,25,11,763,121,100,223,9,4,60,7
59339,suburban,18,12,778,12,0.5,3.71,69,6,360,73,49,73,5,4,151,5
59232,east,33,23,1640,26,0.45,2.83,36,6,664,76,64,168,10,2,59,4
94805,west,20,9,670,5,2.2,0.9,50,8,446,90,40,122,5,5,53,7
67430,west,19,13,486,8,3,2.07,9,3,309,46,48,110,5,1,52,1
68974,west,22,24,2707,25,0.6,2.5,13,11,372,50,60,103,5,4,41,1
28730,suburban,16,5,1200,22,0.5,2.7,13,12,649,79,139,175,7,5,155,5
46455,suburban,22,33,2822,42,0.5,1.3,4,12,441,63,98,144,5,5,73,2
85421,west,23,21,1355,15,1.5,2.3,24,3,398,74,72,117,6,11,53,3
52251,suburban,17,20,1384,4,1.5,8.89,25,11,763,121,100,223,9,4,60,7
77999,east,20,15,1101,8,2.45,1.33,57,13,566,75,39,134,4,7,36,3
89003,west,23,51,3095,30,0.8,3,51,6,477,117,63,169,14,9,72,4
42606,suburban,6,12,632,8,2.95,2.5,22,1,381,24,254,91,3,2,125,1
49620,suburban,17,10,622,11,1,1.44,6,4,416,44,101,125,4,4,57,2
62009,east,17,4,751,7,2.2,2.53,52,7,818,65,94,154,4,3,56,5
93166,west,23,81,4244,36,1.5,3.5,58,16,579,137,59,214,3,5,55,5
84182,west,17,10,776,4,1.85,5,43,5,457,75,54,135,4,3,35,1
